words,ents,anns
.,-,
Хоча,-,
перші,-,
закони,-,
",",-,
спрямовані,-,
на,-,
охорону,-,
природи,-,
островів,-,
",",-,
були,-,
ухвалені,-,
ще,-,
в,-,
1934,-,
році,-,
",",-,
а,-,
в,-,
1936,-,
році,-,
доповнені,-,
",",-,
до,-,
кінця,-,
1950,-,
-,-,
х,-,
років,-,
не,-,
було,-,
вжито,-,
ніяких,-,
дій,-,
для,-,
збреження,-,
місцевої,-,
флори,-,
і,-,
фауни,-,
.,-,
Лише,-,
у,-,
1955,-,
році,-,
Міжнародний,Міжнародний | I-ORG,
союз,союз | I-ORG,
охорони,-,
природи,-,
відправив,-,
ознайомлювальну,-,
місію,-,
для,-,
обстеження,-,
архіпелагу,-,
.,-,
Через,-,
2,-,
роки,-,
",",-,
у,-,
1957,-,
році,-,
",",-,
ЮНЕСКО,ЮНЕСКО | I-ORG,
за,-,
сприяння,-,
уряду,-,
Еквадору,Еквадору | I-LOC,LOC
організувало,-,
іншу,-,
експедицію,-,
для,-,
вивчення,-,
ситуації,-,
зі,-,
збереження,-,
природи,-,
на,-,
архіпелазі,-,
і,-,
вибору,-,
ділянки,-,
для,-,
спорудження,-,
дослідницької,-,
станції,-,
.,-,
У,-,
1959,-,
році,-,
",",-,
коли,-,
відзначали,-,
сторічний,-,
ювілей,-,
першої,-,
публікації,-,
«,-,
Походження,-,
видів,-,
»,-,
Чарльза,Чарльза | I-PER,
Дарвіна,Дарвіна | I-PER,
",",-,
уряд,-,
Еквадору,Еквадору | I-LOC,LOC
оголосив,-,
про,-,
створення,-,
Національного,-,
парку,-,
на,-,
островах,-,
.,-,
Загальна,-,
площа,-,
Національного,-,
парку,-,
Галапагос,-,LOC
становила,-,
"97,5",-,
%,-,
всієї,-,
території,-,
суші,-,
архіпелагу,-,
.,-,
У,-,
той,-,
же,-,
рік,-,
заснували,-,
міжнародний,-,
Фонд,Фонд | I-PER,
Чарльза,Чарльза | I-PER,
Дарвіна,Дарвіна | I-PER,
з,-,
штаб,-,
-,-,
квартирою,-,
в,-,
Брюсселі,Брюсселі | I-LOC,LOC
(,-,
зараз,-,
у,-,
Пуерто,Пуерто | I-LOC,LOC
-,- | I-LOC,LOC
Айора,Айора | I-LOC,LOC
),-,
.,-,
Первинні,-,
цілі,-,
Фонду,-,
полягали,-,
в,-,
забезпеченні,-,
збереження,-,
унікальної,-,
екосистеми,-,
Галапагоських,-,
островів,-,
і,-,
розвиткові,-,
наукових,-,
досліджень,-,
",",-,
необхідних,-,
для,-,
охорони,-,
природи,-,
.,-,
Робота,-,
зі,-,
збереження,-,
почалася,-,
зі,-,
спорудження,-,
в,-,
1964,-,
році,-,
Дослідницької,-,
станції,-,
Чарльза,Чарльза | I-PER,
Дарвіна,Дарвіна | I-PER,
на,-,
острові,-,
Санта,Санта | I-LOC,LOC
-,- | I-LOC,LOC
Крус,Крус | I-LOC,LOC
.,-,
У,-,
перші,-,
роки,-,
працівники,-,
станції,-,
провели,-,
роботи,-,
з,-,
виведення,-,
з,-,
архіпелагу,-,
інтродукованих,-,
",",-,
тобто,-,
нерідних,-,
",",-,
видів,-,
тварин,-,
і,-,
рослин,-,
;,-,
а,-,
також,-,
із,-,
захисту,-,
корінних,-,
видів,-,
.,-,
У,-,
наш,-,
час,-,
учені,-,
на,-,
островах,-,
в,-,
основному,-,
займаються,-,
чистим,-,
дослідженням,-,
фауни,-,
і,-,
флори,-,
",",-,
маючи,-,
на,-,
меті,-,
охорону,-,
природи,-,
.,-,
У,-,
1986,-,
році,-,
навколишня,-,
акваторія,-,
загальною,-,
площею,-,
70,-,
.,-,
км,-,
²,-,
була,-,
оголошена,-,
«,-,
морською,-,
природоохоронною,-,
зоною,-,
»,-,
",",-,
другою,-,
за,-,
розміром,-,
після,-,
Австралійського,Австралійського | I-LOC,LOC
Великого,-,LOC
Барєрного,-,LOC
рифу,-,LOC
.,-,
З,-,
1990,-,
року,-,
архіпелаг,-,
став,-,
притулком,-,
для,-,
китів,-,
.,-,
У,-,
1978,-,
році,-,
ЮНЕСКО,ЮНЕСКО | I-ORG,
оголосила,-,
острови,-,
територією,-,
Світової,-,
спадщини,-,
",",-,
а,-,
в,-,
1985,-,
році,-,
—,-,
біосферним,-,
заповідником,-,
міжнародного,-,
значення,-,
.,-,
Великий,-,
фрегат,-,
(,-,
Fregata,-,
minor,-,
),-,
і,-,
прекрасний,-,
фрегат,-,
(,-,
Fregata,-,
magnificens,-,
),-,
13,-,
видів,-,
птахів,-,
родини,-,
вюркових,-,
(,-,
Fringillidae,-,
),-,
",",-,
відомі,-,
як,-,
«,-,
зяблики,-,
Дарвіна,Дарвіна | I-PER,
»,-,
Головну,-,
загрозу,-,
для,-,
архіпелагу,-,
становлять,-,
інтродуковані,-,
(,-,
випадково,-,
або,-,
навмисно,-,
завезені,-,
),-,
види,-,
рослин,-,
і,-,
тварин,-,
",",-,
такі,-,
як,-,
здичавілі,-,
кози,-,
",",-,
кішки,-,
",",-,
велика,-,
рогата,-,
худоба,-,
.,-,
Завдяки,-,
швидкому,-,
розмноженню,-,
ці,-,
види,-,
спустошують,-,
місце,-,
існування,-,
корінних,-,
мешканців,-,
.,-,
Зважаючи,-,
на,-,
малу,-,
кількість,-,
природних,-,
хижаків,-,
на,-,
островах,-,
",",-,
місцеві,-,
види,-,
беззахисні,-,
перед,-,
завезеними,-,
видами,-,
і,-,
часто,-,
стають,-,
їхніми,-,
жертвами,-,
.,-,
Найбільш,-,
шкідливими,-,
для,-,
архіпелагу,-,
рослинами,-,
є,-,
гуаява,-,
(,-,
Psidium,-,
guajava,-,
),-,
",",-,
авокадо,-,
(,-,
Persea,-,
americana,-,
),-,
",",-,
хінне,-,
дерево,-,
(,-,
Cinchona,-,
pubescens,-,
),-,
",",-,
охрома,-,
пірамідальна,-,
(,-,
Ochroma,-,
pyramidale,-,
),-,
",",-,
ожина,-,
(,-,
Rubus,-,
glaucus,-,
),-,
",",-,
різні,-,
цитрусові,-,
(,-,
апельсин,-,
",",-,
грейпфрут,-,
",",-,
лимон,-,
),-,
",",-,
дурман,-,
запашний,-,
(,-,
Datura,-,
arborea,-,
),-,
",",-,
рицина,-,
звичайна,-,
(,-,
Ricinus,-,
communis,-,
),-,
і,-,
слонова,-,
трава,-,
(,-,
Pennisetum,-,
purpureum,-,
),-,
.,-,
Ці,-,
рослини,-,
широко,-,
розповсюдилися,-,
і,-,
витіснили,-,
деякі,-,
рідні,-,
види,-,
у,-,
вологих,-,
зонах,-,
островів,-,
Сан,Сан | I-LOC,LOC
-,- | I-LOC,LOC
Крістобаль,Крістобаль | I-LOC,LOC
",",-,
Флореана,Флореана | I-LOC,LOC
",",-,
Ісабела,-,LOC
і,-,
Санта,Санта | I-LOC,LOC
-,- | I-LOC,LOC
Крус,Крус | I-LOC,LOC
.,-,
Багато,-,
видів,-,
було,-,
завезено,-,
на,-,
острови,-,
піратами,-,
.,-,
Відомий,-,
мандрівник,-,
Тур,Тур | I-PER,
Хеєрдал,Хеєрдал | I-PER,
вказав,-,
на,-,
документи,-,
",",-,
які,-,
свідчать,-,
про,-,
те,-,
",",-,
що,-,
віце,-,
-,-,
король,-,
Перу,Перу | I-LOC,LOC
",",-,
знаючи,-,
",",-,
що,-,
пірати,-,
харчуються,-,
на,-,
островах,-,
дикими,-,
козами,-,
(,-,
ними,-,
ж,-,
привезеними,-,
і,-,
випущеними,-,
на,-,
волю,-,
),-,
",",-,
наказав,-,
випустити,-,
там,-,
на,-,
волю,-,
собак,-,
для,-,
знищення,-,
цих,-,
кіз,-,
.,-,
Після,-,
невдалої,-,
колонізації,-,
острова,-,
Флореана,Флореана | I-LOC,LOC
адміралом,-,
Хосе,Хосе | I-PER,
де,де | I-PER,
Віямілом,Віямілом | I-PER,
(,-,
José,-,
de,-,
Villamil,-,
),-,
він,-,
наказав,-,
розпустити,-,
кіз,-,
",",-,
ослів,-,
",",-,
корів,-,
та,-,
інших,-,
домашніх,-,
тварин,-,
з,-,
ферм,-,
на,-,
острові,-,
та,-,
на,-,
інших,-,
островах,-,
для,-,
майбутньої,-,
колонізації,-,
.,-,
Архіпелаг,-,
досі,-,
населяють,-,
багато,-,
чужорідних,-,
тварин,-,
:,-,
кози,-,
",",-,
свині,-,
",",-,
собаки,-,
",",-,
пацюки,-,
",",-,
миші,-,
",",-,
кішки,-,
",",-,
вівці,-,
",",-,
коні,-,
",",-,
осли,-,
",",-,
корови,-,
",",-,
домашні,-,
птахи,-,
",",-,
мурахи,-,
",",-,
таргани,-,
і,-,
деякі,-,
паразитичні,-,
комахи,-,
.,-,
Собаки,-,
і,-,
кішки,-,
нападають,-,
на,-,
диких,-,
птахів,-,
і,-,
руйнують,-,
їхні,-,
гнізда,-,
",",-,
ловлять,-,
ігуан,-,
",",-,
молодих,-,
сухопутних,-,
і,-,
морських,-,
черепах,-,
.,-,
Свині,-,
завдають,-,
ще,-,
більшої,-,
шкоди,-,
",",-,
руйнуючи,-,
гнізда,-,
черепах,-,
та,-,
ігуан,-,
",",-,
а,-,
також,-,
знищуючи,-,
природну,-,
рослинність,-,
у,-,
пошуках,-,
комах,-,
і,-,
коріння,-,
.,-,
Можливо,-,
",",-,
свині,-,
стали,-,
причиною,-,
зникнення,-,
ігуан,-,
на,-,
острові,-,
Сантьяґо,Сантьяґо | I-LOC,LOC
",",-,
які,-,
за,-,
часів,-,
Дарвіна,Дарвіна | I-PER,
там,-,
ще,-,
водилися,-,
.,-,
Чорні,-,
пацюки,-,
(,-,
Rattus,-,
rattus,-,
),-,
нападають,-,
на,-,
молодих,-,
галапагоських,-,
черепах,-,
",",-,
коли,-,
ті,-,
покидають,-,
гніздо,-,
",",-,
і,-,
в,-,
результаті,-,
на,-,
острові,-,
Пінсон,-,LOC
черепахи,-,
припинили,-,
розмножуватися,-,
на,-,
більш,-,
ніж,-,
50,-,
років,-,
;,-,
зараз,-,
там,-,
трапляються,-,
лише,-,
дорослі,-,
особини,-,
.,-,
З,-,
появою,-,
чорного,-,
пацюка,-,
пропав,-,
також,-,
місцевий,-,
щур,-,
-,-,
ендемік,-,
.,-,
Корови,-,
та,-,
віслюки,-,
поїдають,-,
всю,-,
доступну,-,
рослинність,-,
в,-,
околицях,-,
і,-,
тим,-,
забирають,-,
і,-,
так,-,
малу,-,
кількість,-,
поживи,-,
у,-,
місцевих,-,
видів,-,
.,-,
У,-,
1959,-,
році,-,
рибалки,-,
завезли,-,
на,-,
острів,-,
Пінта,-,
одного,-,
цапа,-,
та,-,
двох,-,
кіз,-,
;,-,
у,-,
1973,-,
році,-,
",",-,
за,-,
оцінкою,-,
служби,-,
Національного,Національного | I-ORG,
парку,-,
",",-,
поголівя,-,
кіз,-,
на,-,
острові,-,
становило,-,
понад,-,
30,-,
тисяч,-,
.,-,
У,-,
1967,-,
році,-,
кози,-,
були,-,
завезені,-,
на,-,
острів,-,
Марчена,Марчена | I-LOC,LOC
",",-,
а,-,
в,-,
1971,-,
році,-,
на,-,
острів,-,
Рабіда,Рабіда | I-LOC,LOC
.,-,
Швидке,-,
зростання,-,
популяції,-,
свійських,-,
птахів,-,
на,-,
незаселених,-,
островах,-,
занепокоїло,-,
вчених,-,
з,-,
огляду,-,
на,-,
можливість,-,
передавання,-,
хвороб,-,
свійських,-,
птахів,-,
диким,-,
і,-,
виникнення,-,
ендемії,-,
.,-,
Під,-,
найбільшою,-,
загрозою,-,
перебуває,-,
Морський,-,
резерв,-,
Галапагос,-,LOC
.,-,
Однією,-,
з,-,
найбільших,-,
проблем,-,
акваторії,-,
Галапагоських,-,LOC
островів,-,LOC
є,-,
незаконний,-,
вилов,-,
риби,-,
.,-,
Особливу,-,
стурбованість,-,
спричиняє,-,
полювання,-,
на,-,
місцевих,-,
акул,-,
(,-,
таких,-,
як,-,
риби,-,
-,-,
молоти,-,
",",-,
на,-,
яких,-,
полюють,-,
заради,-,
плавників,-,
),-,
і,-,
несезонний,-,
збір,-,
урожаю,-,
морських,-,
огірків,-,
.,-,
Загрозу,-,
становить,-,
також,-,
бурхливий,-,
розвиток,-,
індустрії,-,
туризму,-,
і,-,
значний,-,
приріст,-,
місцевого,-,
населення,-,
",",-,
спричинений,-,
високою,-,
народжуваністю,-,
та,-,
нелегальною,-,
імміграцією,-,
.,-,
Аварія,-,
на,-,
нафтовому,-,
танкері,-,
«,-,
Джесіка,Джесіка | I-PER,
»,-,
у,-,
січні,-,
2001,-,
року,-,
",",-,
внаслідок,-,
якої,-,
зявилася,-,
велика,-,
нафтова,-,
пляма,-,
",",-,
спричинила,-,
спалах,-,
суспільної,-,
уваги,-,
у,-,
світі,-,
до,-,
проблем,-,
архіпелагу,-,
.,-,
У,-,
2007,-,
році,-,
ЮНЕСКО,ЮНЕСКО | I-ORG,
помістило,-,
Галапагоські,-,LOC
острови,острови | I-LOC,LOC
до,-,
списку,-,
Світової,-,
спадщини,-,
в,-,
небезпеці,-,
.,-,
Каліфорнійський,-,
морський,морський | I-LOC,
лев,-,
(,-,
Zalophus,-,
californianus,-,
),-,
на,-,
Галапагоських,-,LOC
островах,-,LOC
Галапагоські,-,LOC
острови,-,LOC
розташовані,-,
на,-,
екваторі,-,
",",-,
від,-,
1,-,
°,-,
40,-,
′,-,
північної,-,
широти,-,
до,-,
1,-,
°,-,
36,-,
′,-,
південної,-,
широти,-,
",",-,
і,-,
від,-,
89,-,
°,-,
16,-,
′,-,
до,-,
92,-,
°,-,
1,-,
′,-,
західної,-,
довготи,-,
.,-,
На,-,
островах,-,
практично,-,
відсутні,-,
джерела,-,
прісної,-,
води,-,
.,-,
Архіпелаг,-,
відомий,-,
своїми,-,
флорою,-,
і,-,
фауною,-,
.,-,
Велика,-,
кількість,-,
мешканців,-,
архіпелагу,-,
—,-,
ендеміки,-,
.,-,
Незважаючи,-,
на,-,
широту,-,
",",-,
через,-,
холодну,-,
течію,-,
клімат,-,
на,-,
Галапагосах,-,LOC
набагато,-,
прохолодніший,-,
від,-,
інших,-,
територій,-,
на,-,
екваторі,-,
.,-,
Температура,-,
води,-,
іноді,-,
знижується,-,
до,-,
20,-,
°,-,
C,-,
",",-,
а,-,
середньорічна,-,
—,-,
23,-,
—,-,
24,-,
°,-,
С,-,
.,-,
Бальтра,-,LOC
(,-,
ісп,-,
.,. | I-PER,
Baltra,Baltra | I-PER,
),-,
",",-,
або,-,
Сеймур,Сеймур | I-LOC,LOC
-,- | I-LOC,LOC
Сур,Сур | I-LOC,LOC
(,-,
Seymour,-,
Sur,-,
),-,
.,-,
У,-,
роки,-,
другої,-,
світової,-,
війни,-,
на,-,
острові,-,
була,-,
побудована,-,
військово,-,
-,-,
повітряна,-,
база,-,
США,США | I-LOC,LOC
для,-,
патрулювання,-,
Тихого,-,LOC
океану,-,LOC
в,-,
пошуках,-,
ворожих,-,
підводних,-,
човнів,-,
та,-,
прикриття,-,
Панамського,-,LOC
каналу,-,LOC
.,-,
Після,-,
закінчення,-,
війни,-,
все,-,
майно,-,
бази,-,
було,-,
передане,-,
урядові,-,
Еквадору,Еквадору | I-LOC,LOC
.,-,
Зараз,-,
там,-,
розташована,-,
офіційна,-,
військова,-,
база,-,
Еквадору,Еквадору | I-LOC,LOC
.,-,
До,-,
1986,-,
року,-,
на,-,
Бальтрі,Бальтрі | I-LOC,LOC
розташовувався,-,
єдиний,-,
на,-,
архіпелазі,-,
аеропорт,-,
",",-,
що,-,
повязував,-,
острови,-,
з,-,
материком,-,
.,-,
Зараз,-,
побудовані,-,
ще,-,
два,-,
аеропорти,-,
на,-,
островах,-,
Сан,Сан | I-LOC,LOC
-,- | I-LOC,LOC
Крістобаль,Крістобаль | I-LOC,LOC
та,-,
Ісабела,Ісабела | I-LOC,LOC
",",-,
однак,-,
більшість,-,
рейсів,-,
досі,-,
робиться,-,
з,-,
цього,-,
острова,-,
.,-,
У,-,
1930,-,
-,-,
ті,-,
роки,-,
вчені,-,
в,-,
межах,-,
експерименту,-,
переселили,-,
70,-,
місцевих,-,
ігуан,-,
на,-,
сусідній,-,
острів,-,
Сеймур,Сеймур | I-LOC,LOC
-,- | I-LOC,LOC
Норте,Норте | I-LOC,LOC
.,-,
Результат,-,
виявився,-,
несподіваним,-,
—,-,
під,-,
час,-,
війни,-,
ігуани,-,
",",-,
що,-,
залишилися,-,
на,-,
острові,-,
",",-,
вимерли,-,
.,-,
У,-,
1980,-,
-,-,
ті,-,
роки,-,
ігуан,-,
з,-,
острова,-,
Сеймур,Сеймур | I-LOC,LOC
-,-,LOC
Норте,Норте | I-LOC,LOC
перевели,-,
в,-,
дарвінівський,-,
центр,-,
з,-,
метою,-,
відновлення,-,
популяції,-,
",",-,
а,-,
потім,-,
у,-,
1990,-,
-,-,
ті,-,
роки,-,
знову,-,
виселили,-,
на,-,
Бальтрі,Бальтрі | I-LOC,LOC
.,-,LOC
Бартоломе,Бартоломе | I-PER,LOC
(,-,
ісп,ісп | I-PER,
.,. | I-PER,
Bartolomé,Bartolomé | I-PER,
),-,
.,-,
Острів,Острів | I-PER,
був,-,
названий,-,
на,-,
честь,-,
лейтенанта,-,
Девіда,Девіда | I-PER,
Бартоломео,Бартоломео | I-PER,
(,-,
англ,-,
.,-,
David,-,
Bartholomew,-,
),-,
британських,-,
військово,-,
-,-,
морських,-,
сил,-,
.,-,
Цей,-,
маленький,-,
нежилий,-,
острів,-,
на,-,
схід,-,
від,-,
острова,-,
Сантьяґо,Сантьяґо | I-LOC,LOC
є,-,
одним,-,
з,-,
найвідвідуваніших,-,
туристами,-,
островів,-,
в,-,
архіпелазі,-,
.,-,
На,-,
цьому,-,
острові,-,
в,-,
2003,-,
році,-,
зняли,-,
художній,-,
фільм,-,
«,-,
Хазяїн,-,
морів,-,
:,-,
на,-,
краю,-,
землі,-,
»,-,
(,-,
англ,-,
.,-,
Master,-,
and,-,
commander,-,
:,-,
the,-,
far,-,
side,-,
of,-,
the,-,
world,-,
),-,
.,-,
Острів,-,
Бартоломе,Бартоломе | I-LOC,LOC
є,-,
згаслим,-,
вулканом,-,
і,-,
має,-,
ряд,-,
яскраво,-,
забарвлених,-,
вулканічних,-,
формацій,-,
",",-,
включаючи,-,
конусоподібний,-,
горб,-,
з,-,
туфу,-,
",",-,
відомого,-,
як,-,
«,-,
Pinnacle,Pinnacle | I-ORG,
Rock,Rock | I-ORG,
»,-,
.,-,
Цей,-,
частково,-,
еродований,-,
пагорб,-,
утворився,-,
тоді,-,
",",-,
коли,-,
лава,-,
досягла,-,
водної,-,
поверхні,-,
.,-,
Контакт,-,
з,-,
морською,-,
водою,-,
викликав,-,
так,-,
зване,-,
фреатичне,-,
виверження,-,
",",-,
або,-,
виверження,-,
бандайсанського,-,
типу,-,
.,-,
Підірвані,-,
розплавлені,-,
фрагменти,-,
разом,-,
утворили,-,
спаяний,-,
туф,-,
.,-,
На,-,
острові,-,
живуть,-,
галапагоські,-,
пінгвіни,-,
",",-,
морські,-,
леви,-,
",",-,
гніздяться,-,
морські,-,
черепахи,-,
.,-,
Біля,-,
острова,-,
живуть,-,
білопері,-,
рифові,-,
акули,-,
(,-,
Triaenodon,-,
obesus,-,
),-,
.,-,
