words,ents,anns
Нижче,-,
їх,-,
злиття,-,
Чу,Чу | I-PER,LOC
проривається,-,
до,-,
Іссик,-,LOC
-,-,LOC
Кульської,-,LOC
улоговини,-,
",",-,
де,-,
тече,-,
на,-,
захід,-,
від,-,
озера,-,
Іссик,Іссик | I-LOC,LOC
-,- | I-LOC,LOC
Куль,Куль | I-LOC,LOC
;,-,
у,-,
паводок,-,
рукавом,-,
Кутемалди,-,LOC
частина,-,
стоку,-,
Чу,-,LOC
скидається,-,
в,-,
озеро,-,
.,-,
Через,-,
Боомську,-,LOC
ущелину,-,LOC
річка,-,
виходить,-,
до,-,
Чуйської,-,LOC
долини,-,LOC
",",-,
де,-,
з,-,
сусідніх,-,
гір,-,
стікають,-,
численні,-,
притоки,-,
.,-,
У,-,
низинах,-,
річка,-,
перетинає,-,
пустелю,-,
Муюнкум,-,LOC
і,-,
впадає,-,
у,-,
озеро,-,
Акжайкин,-,LOC
в,-,
западині,-,
Ащиколь,-,LOC
.,-,
Живлення,-,
льодовиково,-,
-,-,
снігове,-,
;,-,
істотна,-,
роль,-,
підземного,-,
стоку,-,
.,-,
Середня,-,
витрата,-,
води,-,
при,-,
виході,-,
з,-,
гір,-,
130,-,
м,-,
³,-,
/,-,
с,-,
",",-,
найбільший,-,
стік,-,
в,-,
липні,-,
—,-,
серпні,-,
;,-,
у,-,
низинах,-,
наприкінці,-,
липня,-,
—,-,
на,-,
початку,-,
серпня,-,
пересихає,-,
",",-,
у,-,
грудні,-,
стік,-,
відновлюється,-,
.,-,
У,-,
верхівях,-,
лід,-,
з,-,
листопада,-,
по,-,
квітень,-,
",",-,
у,-,
низинах,-,
—,-,
з,-,
грудня,-,
по,-,
березень,-,
.,-,
Основні,-,
притоки,-,
:,-,
праві,-,
:,-,
Чон,-,LOC
-,-,
Кемін,-,LOC
",",-,
Іргайти,-,LOC
",",-,
Какпатас,-,LOC
;,-,
ліві,-,
:,-,
Аламедін,-,LOC
",",-,
Аксу,Аксу | I-LOC,LOC
",",-,
Курагати,Курагати | I-LOC,LOC
.,-,
На,-,
Чу,Чу | I-LOC,LOC
розташоване,-,
Ортокойське,-,LOC
водосховище,-,LOC
",",-,
три,-,
водопідйомних,-,
греблі,-,
.,-,
Численні,-,
зрошувальні,-,
канали,-,
(,-,
на,-,
зрошування,-,
витрачається,-,
55,-,
%,-,
стоку,-,
),-,
.,-,
"""",-,
Бермехо,-,LOC
"""",-,
(,-,
—,-,
Руда,-,LOC
),-,
—,-,
річка,-,
у,-,
районі,-,
низини,-,
Ла,Ла | I-LOC,LOC
-,- | I-LOC,LOC
Плати,Плати | I-LOC,LOC
",",-,
важлива,-,
притока,-,
річки,-,
Парагвай,Парагвай | I-LOC,LOC
",",-,
що,-,
починається,-,
в,-,
Болівії,Болівії | I-LOC,LOC
та,-,
тече,-,
через,-,
територію,-,
Аргентини,Аргентини | I-LOC,LOC
.,-,
Витоки,-,
Бермехо,-,LOC
знаходяться,-,
у,-,
горах,-,LOC
Санта,Санта | I-LOC,LOC
-,- | I-LOC,LOC
Вікторія,Вікторія | I-LOC,LOC
у,-,
болівійському,болівійському | I-LOC,
департаменті,-,
Таріха,Таріха | I-LOC,LOC
(,-,
"""",-,
Флай,-,LOC
"""",-,
(,-,
",",-,
ток,-,
-,-,
пісін,-,
"""",-,
wara,-,
Flai,-,
"""",-,
),-,
—,-,
річка,-,
на,-,
острові,-,
Нова,Нова | I-LOC,LOC
Гвінея,Гвінея | I-LOC,LOC
",",-,
протікає,-,
територією,-,
країни,-,
Папуа,Папуа | I-LOC,LOC
Нова,Нова | I-LOC,LOC
Гвінея,Гвінея | I-LOC,LOC
і,-,
частково,-,
кордоном,-,
з,-,
Індонезією,Індонезією | I-LOC,LOC
.,-,
Друга,-,
за,-,
довжиною,-,
річка,-,
острова,-,
—,-,
має,-,
довжину,-,
1120,-,
км,-,
",",-,
площа,-,
басейна,-,
—,-,
76,-,
.,-,
км,-,
²,-,
.,-,
(,-,
регіон,-,
=,-,
Тверська,Тверська | I-LOC,LOC
область,область | I-LOC,LOC
",",-,
Смоленська,Смоленська | I-LOC,LOC
область,область | I-LOC,LOC
",",-,
Вітебська,Вітебська | I-LOC,LOC
область,область | I-LOC,LOC
),-,
"""",-,
Колорадо,-,LOC
"""",-,
",",-,
або,-,
"""",-,
Ріо,Ріо | I-LOC,LOC
-,- | I-LOC,LOC
Колорадо,Колорадо | I-LOC,LOC
"""",-,
(,-,
),-,
—,-,
річка,-,
в,-,
Патагонії,-,LOC
(,-,
південь,-,
Аргентини,Аргентини | I-LOC,LOC
),-,
.,-,
Річка,-,
починається,-,
на,-,
східному,-,
схилі,-,
Анд,-,LOC
",",-,
біля,-,
вулкану,-,
Домуйо,-,LOC
(,-,
),-,
—,-,
утворюється,-,
злиттям,-,
річок,-,
Барранкас,Барранкас | I-LOC,LOC
і,-,
Ріо,Ріо | I-LOC,LOC
-,- | I-LOC,LOC
Гранде,Гранде | I-LOC,LOC
",",-,
та,-,
тече,-,
",",-,
перетинаючи,-,
посушливу,-,
область,-,
північної,-,
Патагонії,-,LOC
",",-,
на,-,
південний,-,
схід,-,
до,-,
впадіння,-,
в,-,
Атлантичний,-,LOC
океан,-,LOC
",",-,
формуючи,-,
дельту,-,
між,-,
широтами,-,
39,-,
°,-,
30,-,
і,-,
39,-,
°,-,
50,-,
пд,-,
.,-,
ш,-,
.,-,
Довжина,-,
річки,-,
близько,-,
1114,-,
км,-,
",",-,
з,-,
яких,-,
300,-,
км,-,
біля,-,
гирла,-,
судноплавні,-,
для,-,
суден,-,
з,-,
осадкою,-,
до,-,
2,-,
м,-,
.,-,
Площа,-,
басейну,-,
—,-,
бл,-,
.,-,
350,-,
.,-,
км,-,
²,-,
.,-,
Середні,-,
витрати,-,
води,-,
—,-,
148,-,
м,-,
³,-,
/,-,
с,-,
.,-,
Живлення,-,
—,-,
снігове,-,
і,-,
дощове,-,
.,-,
Головний,-,
паводок,-,
—,-,
навесні,-,
.,-,
Навколо,-,
Ріо,Ріо | I-LOC,LOC
-,- | I-LOC,LOC
Колорадо,Колорадо | I-LOC,LOC
на,-,
зрошуваних,-,
землях,-,
розташовані,-,
землеробські,-,
райони,-,
.,-,
На,-,
річці,-,
збудовано,-,
ГЕС,-,
Каса,-,LOC
-,-,LOC
де,-,LOC
-,-,LOC
Пєдра,-,LOC
.,-,
