words,ents,anns
",",-,
Москва,Москва | I-LOC,LOC
-,- | I-LOC,
Сіті,Сіті | I-LOC,
",",-,
Красна,Красна | I-LOC,
площа,-,
),-,
(,-,
субєкт,-,
РФ,РФ | I-LOC,LOC
=,-,
столиця,-,
Російської,Російської | I-LOC,LOC
Федерації,Федерації | I-LOC,LOC
",",-,
місто,-,
федерального,-,
підпорядкування,-,
),-,
"""",-,
Москва,-,LOC
"""",-,
(,-,
",",-,
),-,
—,-,
столиця,-,
Російської,Російської | I-LOC,LOC
Федерації,Федерації | I-LOC,LOC
",",-,
одне,-,
з,-,
найбільших,-,
міст,-,
світу,-,
за,-,
населенням,-,
—,-,
12,-,
197,-,
596,-,
мешканців,-,
(,-,
2015,-,
),-,
.,-,
Місто,-,
розташоване,-,
на,-,
річці,-,
Москва,Москва | I-LOC,LOC
",",-,
займає,-,
площу,-,
2510,-,
км,-,
²,-,
.,-,
Москва,Москва | I-LOC,LOC
—,-,
місто,-,
федерального,-,
значення,-,
(,-,
окремий,-,
субєкт,-,
Російської,Російської | I-LOC,LOC
Федерації,Федерації | I-LOC,LOC
),-,
",",-,
центр,-,
Московської,Московської | I-LOC,LOC
області,області | I-LOC,LOC
(,-,
до,-,
складу,-,
якої,-,
не,-,
входить,-,
),-,
і,-,
Московської,Московської | I-LOC,LOC
агломерації,-,LOC
"""",-,
Найробі,-,LOC
"""",-,
(,-,
",",-,
),-,
—,-,
столиця,-,
і,-,
найбільше,-,
місто,-,
Кенії,Кенії | I-LOC,LOC
.,-,
Назва,-,
«,« | I-ORG,
Найробі,Найробі | I-ORG,LOC
»,» | I-ORG,
походить,-,
з,-,
фрази,-,
мовою,-,
Масаі,-,
—,-,
"""",-,
Enkare,-,
Nyorobi,-,
"""",-,
—,-,
«,-,
місце,-,
холодної,-,
води,-,
»,-,
.,-,
Однак,-,
",",-,
місто,-,
відоме,-,
в,-,
народі,-,
під,-,
назвою,-,
«,-,
Зелене,-,
місто,-,
під,-,
сонцем,-,
»,-,
.,-,
Засноване,-,
в,-,
1899,-,
році,-,
",",-,
місто,-,
отримало,-,
статус,-,
столиці,-,
",",-,
перенесеної,-,
з,-,
Момбаси,-,LOC
",",-,
в,-,
1905,-,
році,-,
.,-,
Найробі,Найробі | I-LOC,LOC
також,-,
є,-,
столицею,-,
провінції,-,
Найробі,Найробі | I-LOC,LOC
та,-,
однойменого,однойменого | I-LOC,
округу,-,
.,-,
Місто,-,
лежить,-,
на,-,
річці,-,
Найробі,Найробі | I-LOC,LOC
",",-,
на,-,
півдні,-,
країни,-,
",",-,
на,-,
висоті,-,
1661,-,
над,-,
рівнем,-,
моря,-,
.,-,
Найробі,Найробі | I-LOC,LOC
—,-,
найбільше,-,
за,-,
населенням,-,
місто,-,
Східної,Східної | I-LOC,LOC
Африки,Африки | I-LOC,LOC
",",-,
за,-,
оцінками,-,
його,-,
населення,-,
становить,-,
від,-,
3,-,
до,-,
4,-,
млн,-,
.,-,
Згідно,-,
з,-,
переписом,-,
1999,-,
року,-,
",",-,
адміністративний,-,
район,-,
Найробі,Найробі | I-LOC,LOC
площею,-,
684,-,
км,-,
²,-,
мав,-,
2,-,
143,-,
254,-,
мешканці,-,
.,-,
Зараз,-,
це,-,
четверте,-,
за,-,
населенням,-,
місто,-,
Африки,Африки | I-LOC,LOC
.,-,
Крім,-,
того,-,
",",-,
Найробі,Найробі | I-LOC,LOC
є,-,
одним,-,
з,-,
головних,-,
політичних,-,
",",-,
фінансових,-,
та,-,
культурних,-,
центрів,-,
Африки,Африки | I-LOC,LOC
"""",-,
Нікосія,-,LOC
"""",-,
",",-,
або,-,
"""",-,
Лефкосія,-,LOC
"""",-,
(,-,
",",-,
",",-,
),-,
—,-,
столиця,-,
Республіки,Республіки | I-LOC,LOC
Кіпр,Кіпр | I-LOC,LOC
",",-,
у,-,
центральній,-,
частині,-,
острова,-,
Кіпр,Кіпр | I-LOC,LOC
.,-,
Населення,-,
міста,-,
становить,-,
"313,4",-,
тисяч,-,
мешканців,-,
і,-,
84,-,
893,-,
в,-,
частині,-,
міста,-,
",",-,
що,-,
відноситься,-,
до,-,
ТРПК,-,LOC
(,-,
станом,-,
на,-,
2006,-,
рік,-,
),-,
.,-,
Загалом,-,
Нікосія,Нікосія | I-LOC,LOC
—,-,
остання,-,
розділена,-,
столиця,-,
світу,-,
"""",-,
Нукуалофа,-,LOC
"""",-,
(,-,
"""",-,
тонг,-,
.,-,
"""",-,
",",-,
),-,
—,-,
столиця,-,
й,-,
головний,-,
порт,-,
держави,-,
Тонга,Тонга | I-LOC,LOC
—,-,
розташований,-,
на,-,
північному,-,
березі,-,
острова,-,
Тонгатапу,Тонгатапу | I-LOC,LOC
в,-,
Тихому,-,LOC
океані,-,LOC
.,-,
Тонґатапу,Тонґатапу | I-PER,LOC
—,-,
найбільший,-,
острів,-,
країни,країни | I-LOC,
.,-,
(,-,
зображення_підпис,-,
=,-,
"""",-,
Вгорі,-,
:,-,
"""",-,
Центральний,-,
корпус,-,
парламенту,парламенту | I-LOC,
Канади,Канади | I-LOC,LOC
на,-,
Парламентському,-,LOC
пагорбі,-,LOC
.,-,
"""",-,
Ліворуч,-,
:,-,
"""",-,
Військовий,-,
меморіал,-,
.,-,
"""",-,
Праворуч,-,
:,-,
"""",-,
Національна,Національна | I-LOC,
галерея,галерея | I-LOC,
Канади,Канади | I-LOC,LOC
.,-,
"""",-,
Знизу,-,
:,-,
"""",-,
канал,-,
Рідо,-,LOC
і,-,
готель,-,
«,-,
Шато,Шато | I-ORG,
-,- | I-ORG,
Лорьє,Лорьє | I-ORG,
»,-,
.,-,
),-,
|,-,
lat_dir,-,
=,-,
N,-,
|,-,
lat_deg,-,
=,-,
45,-,
|,-,
lat_min,-,
=,-,
25,-,
|,-,
lat_sec,-,
=,-,
|,-,
lon_dir,-,
=,-,
W,-,
|,-,
lon_deg,-,
=,-,
75,-,
|,-,
lon_min,-,
=,-,
41,-,
|,-,
lon_sec,-,
=,-,
"""",-,
Оттава,-,LOC
"""",-,
(,-,
",",-,
),-,
—,-,
столиця,-,
Канади,Канади | I-LOC,LOC
",",-,
четверте,-,
за,-,
населенням,-,
місто,-,
країни,країни | I-LOC,
.,. | I-LOC,
Оттава,Оттава | I-LOC,LOC
розташована,-,
у,-,
східній,-,
частині,-,
провінції,-,
Онтаріо,Онтаріо | I-LOC,LOC
на,-,
березі,-,
однойменної,-,
річки,-,
",",-,
яка,-,
розмежовує,-,
провінції,провінції | I-LOC,
Онтаріо,Онтаріо | I-LOC,LOC
і,-,
Квебек,Квебек | I-LOC,LOC
.,-,
Разом,-,
з,-,
містом,-,
Гатіно,Гатіно | I-LOC,LOC
",",-,
розташованим,-,
з,-,
квебецького,-,
боку,-,
річки,-,
",",-,
та,-,
низкою,-,
інших,-,
муніципалітетів,-,
Оттава,Оттава | I-LOC,LOC
входить,-,
до,-,
Національного,Національного | I-ORG,LOC
столичного,-,LOC
регіону,-,LOC
.,-,
Заснована,-,
у,-,
1826,-,
році,-,
як,-,
Байтаун,Байтаун | I-LOC,LOC
",",-,
Оттава,Оттава | I-LOC,LOC
стала,-,
столицею,-,
обєднаної,обєднаної | I-LOC,
провінції,провінції | I-LOC,
Канада,Канада | I-LOC,LOC
у,-,
1857,-,
році,-,
",",-,
а,-,
за,-,
десять,-,
років,-,
—,-,
столицею,-,
держави,-,
Канада,Канада | I-LOC,LOC
.,-,
Початкові,-,
кордони,-,
міста,-,
розширювались,розширювались | I-LOC,
за,-,
рахунок,-,
численних,-,
невеликих,-,
поглинань,-,
",",-,
а,-,
2001,-,
року,-,
його,-,
площа,-,
значно,-,
збільшилась,-,
через,-,
приєднання,-,
11,-,
сусідніх,-,
муніципалітетів,-,
.,-,
Назва,-,
«,« | I-ORG,
Оттава,Оттава | I-ORG,LOC
»,» | I-ORG,
походить,-,
від,-,
алгонкінського,-,
слова,-,
"""",-,
adawe,-,
"""",-,
",",-,
що,-,
означає,-,
«,-,
торгувати,-,
»,-,
.,-,
Спершу,-,
ірландське,-,
і,-,
французьке,-,
християнське,-,
поселення,-,
",",-,
Оттава,Оттава | I-LOC,LOC
стала,-,
мультикультурним,-,
містом,-,
з,-,
різноманітним,-,
населенням,-,
.,-,
Всі,-,
муніципальні,-,
закони,-,
і,-,
всі,-,
послуги,-,
в,-,
межах,-,
міста,-,
надаються,-,
французькою,-,
та,-,
англійською,-,
мовами,-,
.,-,
Відповідно,-,
до,-,
перепису,-,
2011,-,
року,-,
населення,-,
Оттави,Оттави | I-LOC,LOC
становить,-,
883391,-,
осіб,-,
",",-,
разом,-,
з,-,
Гатіно,Гатіно | I-LOC,LOC
—,-,
1236324,-,
осіб,-,
.,-,
У,-,
рейтингу,-,
",",-,
складеному,-,
Mercer,-,
",",-,
за,-,
якістю,-,
життя,-,
Оттава,Оттава | I-LOC,LOC
обійняла,-,
другу,-,
сходинку,-,
серед,-,
великих,-,
міст,-,
на,-,
американських,-,
континентах,-,
",",-,
і,-,
14,-,
-,-,
ту,-,
у,-,
світі,-,
.,-,
Також,-,
Оттава,Оттава | I-LOC,LOC
відзначена,-,
як,-,
друге,-,
найбільш,-,
чисте,-,
місто,-,
в,-,
Канаді,Канаді | I-LOC,LOC
",",-,
і,-,
третє,-,
—,-,
у,-,
світі,-,
.,-,
У,-,
2012,-,
році,-,
третій,-,
рік,-,
поспіль,-,
місто,-,
назване,-,
найкращою,-,
для,-,
життя,-,
громадою,-,
у,-,
Канаді,Канаді | I-LOC,LOC
в,-,
рейтингу,-,
журналу,-,
MoneySense,MoneySense | I-ORG,
.,-,
Перші,-,
українські,-,
поселення,-,
зявились,зявились | I-LOC,
в,-,
Оттаві,Оттаві | I-LOC,LOC
близько,-,
120,-,
років,-,
тому,-,
",",-,
проте,-,
українська,-,
діаспора,-,
в,-,
місті,-,
(,-,
близько,-,
20000,-,
осіб,-,
),-,
не,-,
є,-,
такою,-,
чисельною,-,
як,-,
",",-,
приміром,-,
в,-,
Торонто,Торонто | I-LOC,LOC
або,-,
Вінніпегу,Вінніпегу | I-LOC,LOC
.,-,
В,-,
Оттаві,Оттаві | I-LOC,LOC
розташовується,-,
Посольство,-,
України,України | I-LOC,LOC
в,-,
Канаді,Канаді | I-LOC,LOC
(,-,
вид,-,
регіону,-,
=,-,
Адміністративний,-,
поділ,-,
Федеративних,-,LOC
Штатів,-,LOC
Мікронезії,-,LOC
),-,
(,-,
назва,-,
=,-,
Археологічні,-,
памятки,-,
Панама,Панама | I-LOC,LOC
-,-,LOC
Вєхо,Вєхо | I-LOC,LOC
(,-,
Старої,Старої | I-LOC,LOC
Панами,Панами | I-LOC,LOC
),-,
та,-,
історична,-,
частина,-,
міста,-,
Панама,Панама | I-LOC,LOC
),-,
(,-,
назва,-,
(,-,
офіційна,-,
-,-,
WHS,-,
),-,
=,-,
"""",-,
Archaeological,-,
Site,-,
of,-,
Panamá,-,
Viejoand,-,
Historic,-,
District,-,
of,-,
Panamá,-,
"""",-,
),-,
"""",-,
Парамарибо,-,LOC
"""",-,
/,-,
/,-,
Атлас,-,
світу,-,
.,-,
—,-,
К,К | I-PER,
.,-,
:,-,
ДНВП,-,
«,-,
Картографія,-,
»,» | I-ORG,
",",-,
2005,-,
.,-,
—,-,
336,-,
с,-,
.,-,
ISBN,-,
966,-,
-,-,
631,-,
-,-,
546,-,
-,-,
7,-,
(,-,
"""",-,
Париж,-,LOC
"""",-,
(,-,
",",-,
),-,
—,-,
столиця,-,
Франції,Франції | I-LOC,LOC
",",-,
адміністративний,-,
центр,-,
регіону,-,
Іль,Іль | I-LOC,LOC
-,- | I-LOC,LOC
де,де | I-LOC,LOC
-,- | I-LOC,LOC
Франс,Франс | I-LOC,LOC
.,-,
Окремий,-,
департамент,департамент | I-LOC,
Франції,Франції | I-LOC,LOC
.,. | I-LOC,
Розташований,-,
на,-,
річці,-,
Сена,Сена | I-LOC,LOC
.,. | I-LOC,
Населення,-,
—,-,
осіб,-,
(,-,
2010,-,
),-,
Дані,-,
національного,національного | I-ORG,
інституту,інституту | I-ORG,
статистики,статистики | I-ORG,
та,-,
економічних,-,
досліджень,-,
(,-,
INSEE,-,
),-,
наведені,-,
за,-,
французькою,-,
вікіпедією,-,
",",-,
міська,-,
агломерація,-,
—,-,
10,-,
млн,-,
",",-,
у,-,
2015,-,
році,-,
населення,-,
міста,-,
становило,-,
осіб,-,
",",-,
агломерації,-,
—,-,
(,-,
url,-,
=,-,
http,-,
:,-,
/,-,
/,-,
www.chinadaily.com.cn,-,
/,-,
china,-,
/,-,
2010,-,
-,-,
2,-,
/,-,
26,-,
/,-,
content_9511839,-,
.,-,
htm,htm | I-PER,
),-,
(,-,
url,-,
=,-,
http,-,
:,-,
/,-,
/,-,
www.npfpc.gov.cn,-,
/,-,
en,-,
/,-,
detail.aspx,-,
?,-,
articleid,-,
=,-,
1.00302125224938E+017,-,
),-,
(,-,
publisher,-,
=,-,
National,-,
Population,-,
and,-,
Family,-,
Planning,-,
Commission,-,
of,-,
China,-,
),-,
"""",-,
Південна,-,LOC
Тарава,-,LOC
"""",-,
(,-,
),-,
або,-,
"""",-,
Міська,-,
рада,-,
Теінаінано,-,LOC
"""",-,
(,-,
),-,
—,-,
офіційна,-,
столиця,-,
мікронезійської,мікронезійської | I-LOC,
держави,-,
Кірибаті,Кірибаті | I-LOC,LOC
",",-,
розташована,-,
на,-,
атолі,-,
Тарава,-,LOC
.,-,
Чисельність,-,
населення,-,
—,-,
40,-,
311,-,
чоловік,-,
(,-,
2005,-,
рік,-,
),-,
.,-,
Щільність,-,
населення,-,
—,-,
2578,-,
чол,-,
.,-,
на,-,
км,-,
²,-,
.,-,
Південна,Південна | I-LOC,LOC
Тарава,Тарава | I-LOC,LOC
складається,-,
з,-,
чотирьох,-,
міських,-,
муніципалітетів,-,
",",-,
в,-,
яких,-,
розташовані,-,
різноманітні,-,
державні,-,
установи,-,
і,-,
основні,-,
підприємства,-,
країни,-,
:,-,
"""",-,
Бетіо,-,LOC
"""",-,
(,-,
),-,
",",-,
"""",-,
Баїрикі,-,LOC
"""",-,
(,-,
),-,
",",-,
"""",-,
Бонрікі,-,LOC
"""",-,
(,-,
),-,
",",-,
"""",-,
Бікенібеу,-,LOC
"""",-,
(,-,
),-,
(,-,
всі,-,
вони,-,
розташовані,-,
на,-,
однойменних,-,
островах,-,
),-,
.,-,
В,-,
Бетіо,Бетіо | I-LOC,LOC
",",-,
найпівденнішому,-,
з,-,
муніципалітетів,-,
",",-,
розташований,-,
головний,-,
порт,-,
країни,країни | I-LOC,
",",-,
головна,-,
електростанція,-,
атолу,-,
",",-,
декілька,-,
урядових,-,
установ,-,
",",-,
Морський,Морський | I-ORG,
інститут,інститут | I-ORG,
(,-,
),-,
і,-,
декілька,-,
комерційних,-,
установ,-,
.,-,
На,-,
острові,-,
Баірикі,Баірикі | I-LOC,LOC
",",-,
розташованому,-,
за,-,
3,-,
км,-,
від,-,
острову,-,
Бетіо,Бетіо | I-LOC,LOC
",",-,
знаходяться,-,
головні,-,
державні,-,
установи,-,
країни,-,
",",-,
в,-,
тому,-,
числі,-,
",",-,
резиденція,-,
президента,-,
",",-,
парламент,-,
",",-,
ряд,-,
міністерств,-,
",",-,
Національний,-,
суд,-,
Кірибаті,Кірибаті | I-LOC,LOC
",",-,
пошта,-,
",",-,
центральні,-,
офіси,-,
телекомунікаційних,-,
установ,-,
і,-,
міський,-,
ринок,-,
.,-,
В,-,
муніципалітеті,-,
Бонрікі,Бонрікі | I-LOC,LOC
розташований,-,
найбільший,-,
в,-,
Південній,Південній | I-LOC,LOC
Тараві,Тараві | I-LOC,LOC
готель,-,
на,-,
60,-,
місць,-,
",",-,
міністерство,-,
освіти,-,
",",-,
центр,-,
підготовки,-,
вчителів,-,
(,-,
"""",-,
Порт,-,LOC
-,- | I-ORG,LOC
Луї,-,LOC
"""",-,
(,-,
",",-,
),-,
—,-,
(,-,
засноване,-,
в,-,
1575,-,
),-,
—,-,
найбільше,-,
місто,-,
",",-,
основний,-,
порт,-,
і,-,
столиця,-,
Маврикію,Маврикію | I-LOC,LOC
.,-,
Місто,-,
лежить,-,
на,-,
північно,-,
-,-,
західному,-,
узбережжі,-,
острова,-,
Маврикій,Маврикій | I-LOC,LOC
",",-,
між,-,
Індійським,Індійським | I-LOC,LOC
океаном,-,LOC
і,-,
горами,-,
Мока,-,LOC
Маврикий,-,LOC
.,-,
Затерянный,-,
в,-,
Индийском,-,
океане,океане | I-PER,
.,-,
Золотой,-,
глобус,-,
№,-,
87,-,
",",-,
De,-,
Agostini,-,
",",-,
2011,-,
.,-,
.,-,
Над,-,
містом,-,
височить,-,
одна,-,
з,-,
найвищих,-,
гір,-,
Маврикія,Маврикія | I-LOC,LOC
—,-,
Пітер,Пітер | I-PER,LOC
-,-,LOC
Бот,-,LOC
(,-,
818,-,
метрів,-,
над,-,
рівнем,-,
моря,-,
),-,
.,-,
До,-,
появи,-,
сучасних,-,
засобів,-,
навігації,-,
цю,-,
гору,-,
використовували,-,
лоцмани,-,
як,-,
орієнтир,-,
для,-,
проходу,-,
в,-,
гавань,-,
між,-,
рифами,-,
.,-,
(,-,
dot_map_caption,-,
=,-,
Розташування,-,
міста,-,
Порт,Порт | I-LOC,LOC
-,- | I-LOC,LOC
оф,-,LOC
-,-,LOC
Спейн,Спейн | I-LOC,LOC
на,-,
мапі,-,
острову,-,
Тринідад,Тринідад | I-LOC,LOC
),-,
(,-,
адреса,-,
=,-,
Празький,-,LOC
магістрат,магістрат | I-ORG,
",",-,
Маріанська,-,LOC
площа,-,LOC
3,-,
",",-,
11001,-,
",",-,
Прага,Прага | I-LOC,LOC
1,-,
),-,
"""",-,
Прага,-,LOC
"""",-,
(,-,
),-,
—,-,
столиця,-,
та,-,
найбільше,-,
місто,-,
Чеської,Чеської | I-LOC,LOC
Республіки,Республіки | I-LOC,LOC
",",-,
адміністративний,-,
центр,-,
Центральночеського,Центральночеського | I-LOC,LOC
краю,краю | I-LOC,LOC
(,-,
"""",-,
Прая,-,LOC
"""",-,
(,-,
),-,
—,-,
столиця,-,
острівної,острівної | I-LOC,
держави,-,
Кабо,Кабо | I-LOC,LOC
-,- | I-LOC,LOC
Верде,Верде | I-LOC,LOC
.,-,
Найбільше,-,
місто,-,
країни,-,
.,. | I-LOC,
Розташоване,-,
на,-,
острові,-,
Сантьягу,Сантьягу | I-LOC,LOC
в,-,
Атлантичному,-,LOC
океані,-,LOC
поблизу,-,
узбережжя,-,
Сенегалу,Сенегалу | I-LOC,LOC
.,-,
Засноване,-,
португальцями,португальцями | I-LOC,
в,-,
кінці,-,
XV,-,
століття,-,
.,-,
Населення,-,
—,-,
113,-,
тисяч,-,
осіб,-,
(,-,
2005,-,
),-,
.,-,
Вузол,-,
морських,-,
трансатлантичних,-,
сполучень,-,
.,-,
Серед,-,
визначних,-,
памяток,-,
міста,-,
—,-,
площа,-,
Албукерке,Албукерке | I-LOC,LOC
",",-,
президентський,президентський | I-ORG,
палац,-,
(,-,
кінець,-,
XIX,-,
століття,-,
),-,
",",-,
етнографічний,-,
музей,-,
",",-,
монумент,-,
Діогу,Діогу | I-PER,
Гомеша,Гомеша | I-PER,
(,-,
першовідкривача,-,
острова,-,
Сантьягу,Сантьягу | I-LOC,LOC
),-,
.,-,
Поблизу,-,
міста,-,
—,-,
курортні,-,
райони,-,
(,-,
океанські,-,
пляжі,-,
),-,
.,-,
Повна,-,
назва,-,
—,-,
"""",-,
Санта,-,LOC
-,-,LOC
Анжел,-,LOC
-,-,LOC
де,-,LOC
-,-,LOC
Ешперанса,-,LOC
"""",-,
(,-,
(,-,
зображення_підпис,-,
=,-,
За,-,
годинниковою,-,
стрілкою,-,
від,-,
верхнього,-,
лівого,-,
кута,-,
:,-,
Вежі,-,
Петронас,-,LOC
.,-,
Вулиця,-,
Петалінг,-,LOC
.,-,
Злиття,-,
річок,-,
Гомбак,-,LOC
та,-,
Кланг,Кланг | I-LOC,LOC
.,-,
Національний,-,
монумент,-,
жертвам,-,
боротьби,-,
за,-,
свободу,-,
.,-,
Національна,-,
мечеть,-,
«,-,
Негара,Негара | I-ORG,LOC
»,-,
.,-,
Внизу,-,
:,-,
Телебашня,-,
«,-,
Менара,-,
Куала,Куала | I-ORG,LOC
-,- | I-ORG,LOC
Лумпур,Лумпур | I-ORG,LOC
»,» | I-ORG,
),-,
(,-,
столиця,-,
=,-,
столиця,-,
країни,-,
.,-,
Найбільший,-,
політичний,-,
",",-,
економічний,-,
і,-,
культурний,-,
центр,-,
Східної,-,LOC
Балтики,Балтики | I-LOC,LOC
.,. | I-LOC,
Розташоване,-,
на,-,
березі,-,
Ризької,Ризької | I-LOC,LOC
затоки,-,LOC
Балтійського,-,LOC
моря,-,LOC
),-,
"""",-,
Рим,Рим | I-LOC,LOC
"""",-,
(,-,
",",-,
),-,
—,-,
столиця,-,
Італії,Італії | I-LOC,LOC
",",-,
адміністративний,-,
центр,-,
провінції,-,
Рим,Рим | I-LOC,LOC
та,-,
області,-,
Лаціо,Лаціо | I-LOC,LOC
.,. | I-LOC,
Населення,-,
становить,-,
понад,-,
"2,76",-,
млн,-,
осіб,-,
",",-,
це,-,
найбільша,-,
за,-,
територією,-,
і,-,
кількістю,-,
жителів,-,
комуна,-,
країни,-,
.,-,
Міська,Міська | I-LOC,
агломерація,-,
нараховує,-,
до,-,
"3,7",-,
"""",-,
Сана,-,LOC
"""",-,
",",-,
також,-,
"""",-,
Санаа,-,LOC
"""",-,
(,-,
),-,
—,-,
столиця,-,
Ємену,Ємену | I-LOC,LOC
.,-,
Місто,-,
Санаа,Санаа | I-LOC,LOC
виділено,-,
в,-,
окрему,-,
адміністративну,-,
одиницю,-,
-,-,
аманат,-,
(,-,
муніципалітет,-,
),-,
Ель,Ель | I-LOC,LOC
-,-,LOC
Асіма,-,LOC
(,-,
"""",-,
Сан,-,LOC
-,-,LOC
Томе,-,LOC
"""",-,
(,-,
;,-,
також,-,
відоме,-,
під,-,
назвою,-,
Салазар,Салазар | I-PER,LOC
),-,
—,-,
столиця,-,
і,-,
єдине,-,
велике,-,
місто,-,
держави,-,
Сан,Сан | I-LOC,LOC
-,- | I-LOC,LOC
Томе,Томе | I-LOC,LOC
і,-,LOC
Принсіпі,Принсіпі | I-PER,LOC
.,. | I-PER,
Розташоване,-,
на,-,
північно,-,
-,-,
східному,-,
узбережжі,-,
однойменного,-,
острова,-,
на,-,
висоті,-,
приблизно,-,
20,-,
метрів,-,
над,-,
рівнем,-,
моря,-,
і,-,
є,-,
головним,-,
портом,-,
країни,-,
на,-,
Атлантичному,-,LOC
океані,-,LOC
.,-,
Населення,-,
Сан,Сан | I-LOC,LOC
-,- | I-LOC,LOC
Томе,Томе | I-LOC,LOC
—,-,
близько,-,
56,-,
945,-,
чоловік,-,
",",-,
Evolução,-,
da,-,
população,-,
São,-,
-,-,
Tomense,-,
por,-,
localidades,-,
",",-,
2001,-,
/,-,
2007,-,
-,-,
8,-,
"""",-,
Сан,-,LOC
-,- | I-ORG,LOC
Хосе,-,LOC
"""",-,
(,-,
),-,
—,-,
столиця,-,
і,-,
найбільше,-,
місто,-,
Коста,Коста | I-LOC,LOC
-,- | I-LOC,LOC
Рики,Рики | I-LOC,LOC
",",-,
адміністративний,-,
центр,-,
провінції,-,
Сан,Сан | I-LOC,LOC
-,- | I-LOC,LOC
Хосе,Хосе | I-LOC,LOC
і,-,
кантону,-,
Сан,Сан | I-LOC,LOC
-,- | I-LOC,LOC
Хосе,Хосе | I-LOC,LOC
.,-,
Місто,-,
Сан,Сан | I-LOC,LOC
-,- | I-LOC,LOC
Хосе,Хосе | I-LOC,LOC
розташоване,-,
в,-,
центрі,-,
країни,-,
",",-,
на,-,
гірському,-,
плато,-,
на,-,
висоті,-,
близько,-,
1170,-,
м,-,
над,-,
рівнем,-,
моря,-,
.,-,
Населення,-,
кантону,-,
Сан,Сан | I-LOC,LOC
-,- | I-LOC,LOC
Хосе,Хосе | I-LOC,LOC
350,-,
тис,-,
.,-,
мешканців,-,
(,-,
2008,-,
),-,
:,-,
у,-,
другій,-,
половині,-,
XX,-,
століття,-,
населення,-,
міста,-,
швидко,-,
зростало,-,
:,-,
ще,-,
1950,-,
року,-,
населення,-,
міста,-,
налічувало,-,
86.9,-,
осіб,-,
.,-,
Агломерація,-,
Сан,Сан | I-LOC,LOC
-,-,LOC
Хосе,Хосе | I-LOC,LOC
виходить,-,
за,-,
межі,-,
кантону,-,
",",-,
її,-,
населення,-,
становить,-,
більше,-,
(,-,
розташування_підпис,-,
=,-,
Сараєво,Сараєво | I-LOC,LOC
на,-,
мапі,-,
Боснії,Боснії | I-LOC,LOC
і,-,LOC
Герцеговини,Герцеговини | I-LOC,LOC
(,-,
темно,-,
-,-,
синій,-,
",",-,
у,-,
центрі,-,
),-,
),-,
"""",-,
Сент,-,LOC
-,- | I-ORG,LOC
Джонс,-,LOC
"""",-,
(,-,
),-,
—,-,
найбільше,-,
місто,-,
і,-,
столиця,столиця | I-LOC,
Антигуа,Антигуа | I-LOC,LOC
і,і | I-LOC,LOC
Барбуда,Барбуда | I-LOC,LOC
",",-,
острівної,-,
країни,-,
у,-,
Вест,Вест | I-LOC,LOC
-,- | I-LOC,LOC
Індії,Індії | I-LOC,LOC
",",-,
торговий,-,
центр,-,
і,-,
головний,-,
порт,-,
країни,країни | I-LOC,
.,-,
"""",-,
Сент,-,LOC
-,-,LOC
Джорджес,-,LOC
"""",-,
(,-,
),-,
—,-,
місто,-,
з,-,
населенням,-,
7500,-,
мешканців,-,
(,-,
1999,-,
),-,
",",-,
столиця,-,
Гренади,Гренади | I-LOC,LOC
.,-,
(,-,
title,-,
=,-,
Human,Human | I-ORG,
Development,Development | I-ORG,
Report,-,
2009,-,
.,-,
Human,-,
development,-,
index,-,
trends,-,
:,-,
Table,-,
G,-,
),-,
(,-,
міста,-,
-,-,
побратими,-,
=,-,
Алжир,Алжир | I-LOC,LOC
",",-,
Анкара,Анкара | I-LOC,LOC
",",-,
Берлін,Берлін | I-LOC,LOC
",",-,
Братислава,Братислава | I-LOC,LOC
",",-,
Брюссельський,Брюссельський | I-LOC,LOC
столичний,столичний | I-LOC,
регіон,регіон | I-LOC,
",",-,
Бухарест,Бухарест | I-LOC,LOC
",",-,
Бурса,Бурса | I-LOC,LOC
",",-,
Гаосюн,Гаосюн | I-LOC,LOC
",",-,
Гельсінкі,Гельсінкі | I-LOC,LOC
",",-,
Карловац,Карловац | I-LOC,LOC
",",-,
Київ,Київ | I-LOC,LOC
",",-,
Лондон,Лондон | I-LOC,LOC
",",-,
Мадрид,Мадрид | I-LOC,LOC
",",-,
Мілан,Мілан | I-LOC,LOC
",",-,
Москва,Москва | I-LOC,LOC
",",-,
Піттсбург,Піттсбург | I-LOC,LOC
",",-,
Ільяву,Ільяву | I-LOC,LOC
",",-,
Прага,Прага | I-LOC,LOC
",",-,
Сідней,Сідней | I-LOC,LOC
",",-,
Санкт,Санкт | I-LOC,LOC
-,- | I-LOC,LOC
Петербург,Петербург | I-LOC,LOC
",",-,
Салала,Салала | I-LOC,LOC
",",-,
Тель,Тель | I-LOC,LOC
-,- | I-LOC,LOC
Авів,Авів | I-LOC,LOC
-,-,
Яфо,Яфо | I-LOC,LOC
",",-,
Тирана,Тирана | I-LOC,LOC
",",-,
Варшава,Варшава | I-LOC,LOC
",",-,
Ташкент,Ташкент | I-LOC,LOC
",",-,
Відень,Відень | I-LOC,LOC
",",-,
Сідон,Сідон | I-LOC,LOC
",",-,
Єреван,Єреван | I-LOC,LOC
",",-,
Афіни,Афіни | I-LOC,LOC
",",-,
Амман,Амман | I-LOC,LOC
і,-,
Скопє,Скопє | I-LOC,LOC
),-,
riht,-,
|,-,
thumb,-,
|,-,
