words,ents,anns
Корея,-,LOC
"""",-,
(,-,
",",-,
"""",-,
техан,-,
мінгук,-,
"""",-,
",",-,
«,-,
Велика,-,
країна,-,
народу,-,
хан,-,
»,-,
),-,
або,-,
"""",-,
Південна,-,LOC
Корея,-,LOC
"""",-,
(,-,
</S>,-,
<S>,-,
"""",-,
Куба,-,LOC
"""",-,
(,-,
"""",-,
Кува,-,
"""",-,
),-,
",",-,
офіційно,-,
"""",-,
Республіка,-,LOC
Куба,-,LOC
"""",-,
—,-,
держава,-,
у,-,
Вест,Вест | I-LOC,LOC
-,- | I-LOC,LOC
Індії,Індії | I-LOC,LOC
",",-,
розташована,-,
на,-,
найбільшому,-,
однойменному,-,
острові,-,
Куба,Куба | I-LOC,LOC
(,-,
</S>,-,
<S>,-,
"""",-,
Латвія,-,LOC
"""",-,
(,-,
),-,
—,-,
держава,-,
в,-,
Східній,Східній | I-LOC,LOC
Європі,Європі | I-LOC,LOC
.,-,
Офіційна,-,
назва,-,
—,-,
"""",-,
Латвійська,-,LOC
Республіка,-,LOC
"""",-,
(,-,
</S>,-,
<S>,-,
"""",-,
Лесото,-,LOC
"""",-,
(,-,
",",-,
сесото,-,
"""",-,
Lesotho,-,
"""",-,
),-,
",",-,
офіційна,-,
назва,-,
"""",-,
Королівство,-,LOC
Лесото,-,LOC
"""",-,
(,-,
</S>,-,
<S>,-,
Герб,-,
республіки,республіки | I-LOC,
Малі,Малі | I-LOC,LOC
має,-,
круглу,-,
форму,-,
",",-,
на,-,
червоному,-,
тлі,-,
представлені,-,
основні,-,
символи,-,
:,-,
Мечеть,-,
",",-,
стервятник,-,
в,-,
польоті,-,
",",-,
золоте,-,
сонце,-,
",",-,
що,-,
сходить,-,
",",-,
і,-,
національна,-,
зброя,-,
-,-,
луки,-,
.,-,
</S>,-,
<S>,-,
"""",-,
Мальдіви,-,LOC
"""",-,
(,-,
",",-,
Дівехі,-,
Раджже,-,
),-,
",",-,
офіційна,-,
назва,-,
"""",-,
Мальдівська,-,LOC
Республіка,-,LOC
"""",-,
(,-,
),-,
—,-,
країна,-,
у,-,
північній,-,
частині,-,
Індійського,-,LOC
океану,-,LOC
приблизно,-,
за,-,
700,-,
км,-,
від,-,
Шрі,Шрі | I-LOC,LOC
-,- | I-LOC,LOC
Ланки,Ланки | I-LOC,LOC
",",-,
розташована,-,
на,-,
архіпелазі,-,
з,-,
1196,-,
коралових,-,
островів,-,
</S>,-,
<S>,-,
"""",-,
Республіка,-,LOC
Маршаллові,-,LOC
Острови,-,LOC
"""",-,
—,-,
тихоокеанська,-,
держава,-,
в,-,
Мікронезії,Мікронезії | I-LOC,LOC
.,. | I-LOC,
Межує,-,
на,-,
заході,-,
та,-,
південному,-,
заході,-,
з,-,
територіальними,-,
водами,-,
Федеральних,Федеральних | I-LOC,LOC
Штатів,Штатів | I-LOC,LOC
Мікронезії,Мікронезії | I-LOC,LOC
",",-,
на,-,
півдні,-,
—,-,
з,-,
територіальними,-,
водами,-,
Кірибаті,Кірибаті | I-LOC,LOC
",",-,
з,-,
інших,-,
боків,-,
—,-,
з,-,
нейтральними,-,
водами,-,
Тихого,-,LOC
океану,-,LOC
.,-,
Довжина,-,
прибережної,-,
смуги,-,
—,-,
"370,4",-,
км,-,
.,-,
Республіка,Республіка | I-LOC,LOC
Маршалові,-,LOC
Острови,-,LOC
розташована,-,
на,-,
29,-,
атолах,-,
і,-,
5,-,
островах,-,
архіпелагу,-,LOC
Маршаллові,Маршаллові | I-LOC,LOC
острови,острови | I-LOC,LOC
",",-,
який,-,
складається,-,
з,-,
ланцюгів,-,
Ралік,-,LOC
і,-,
Ратак,-,LOC
.,-,
Загальна,-,
площа,-,
суші,-,
—,-,
"181,3",-,
км,-,
²,-,
;,-,
території,-,
",",-,
зайнятої,-,
лагунами,-,
",",-,
—,-,
км,-,
²,-,
.,-,
Населення,-,
Маршалових,-,LOC
Островів,-,LOC
—,-,
</S>,-,
<S>,-,
"""",-,
Республіка,-,LOC
Науру,-,LOC
"""",-,
(,-,
",",-,
науруанська,-,
"""",-,
Ripublik,-,
Naoero,-,
"""",-,
),-,
—,-,
карликова,-,
держава,-,
на,-,
однойменному,-,
кораловому,-,
острові,-,
в,-,
західній,-,
частині,-,
Тихого,-,LOC
океану,-,LOC
площею,-,
"21,3",-,
км,-,
²,-,
і,-,
населенням,-,
10,-,
261,-,
осіб,-,
станом,-,
на,-,
2015,-,
рік,-,
.,-,
Незалежність,Незалежність | I-LOC,
держави,-,
було,-,
проголошено,-,
в,-,
1968,-,
році,-,
.,-,
</S>,-,
<S>,-,
Острів,-,LOC
Науру,Науру | I-LOC,LOC
лежить,-,
на,-,
відстані,-,
на,-,
південь,-,
від,-,
екватора,-,
.,-,
Найближчий,-,
острів,-,
Банаба,Банаба | I-LOC,LOC
лежить,-,
на,-,
відстані,-,
</S>,-,
<S>,-,
Population,-,
Division,-,
|,-,
date,-,
=,-,
2009,-,
|,-,
accessdate,-,
=,-,
2009,-,
-,-,
3,-,
-,-,
12,-,
},-,
},-,
(,-,
оцінка,-,
2017,-,
),-,
</S>,-,
<S>,-,
"""",-,
Нігер,-,LOC
"""",-,
",",-,
чи,-,
"""",-,
Ніґер,-,LOC
"""",-,
(,-,
),-,
",",-,
офіційно,-,
—,-,
"""",-,
Республіка,-,LOC
Нігер,-,LOC
"""",-,
(,-,
),-,
—,-,
держава,-,
в,-,
Західній,Західній | I-LOC,LOC
Африці,Африці | I-LOC,LOC
.,-,
Країна,-,
названа,-,
по,-,
річці,-,
Нігер,Нігер | I-LOC,LOC
",",-,
що,-,
протікає,-,
через,-,
неї,-,
.,-,
Нігер,Нігер | I-LOC,LOC
—,-,
означає,-,
«,-,
Велика,-,
річка,-,
»,-,
або,-,
«,-,
Річка,-,
річок,-,
»,-,
на,-,
мові,-,
тамашек,-,
",",-,
на,-,
якій,-,
говорять,-,
туареги,-,
</S>,-,
<S>,-,
"""",-,
Нігерія,-,LOC
"""",-,
або,-,
"""",-,
Ніґерія,-,LOC
"""",-,
",",-,
"""",-,
Федеративна,-,LOC
Республіка,-,LOC
Нігерія,-,LOC
"""",-,
",",-,
(,-,
),-,
—,-,
держава,-,
в,-,
Західній,Західній | I-LOC,LOC
Африці,Африці | I-LOC,LOC
.,-,
Країна,-,
має,-,
найбільше,-,
за,-,
чисельністю,-,
населення,-,
(,-,
осіб,-,
(,-,
оц,оц | I-ORG,
.,-,
01.07.2013,-,
),-,
),-,
і,-,
найпотужнішою,-,
економікою,-,
на,-,
континенті,-,
",",-,
сьома,-,
за,-,
населенням,-,
на,-,
планеті,-,
.,-,
Площа,-,
Нігерії,Нігерії | I-LOC,LOC
становить,-,
км,-,
²,-,
.,-,
Державна,Державна | I-ORG,
мова,-,
—,-,
англійська,-,
",",-,
офіційні,-,
—,-,
хауса,-,
",",-,
іґбо,-,
",",-,
йоруба,-,
.,-,
</S>,-,
<S>,-,
Складається,-,
з,-,
36,-,
штатів,-,
та,-,
столичного,-,
округу,-,
.,-,
Найбільше,-,
місто,-,
—,-,
Лагос,Лагос | I-LOC,LOC
(,-,
8,-,
млн,-,
),-,
",",-,
колишня,-,
столиця,-,
.,-,
Інші,-,
великі,-,
міста,-,
—,-,
Кано,Кано | I-PER,LOC
",",-,
Ібадан,Ібадан | I-LOC,LOC
.,-,
Столиця,-,
—,-,
місто,-,
Абуджа,Абуджа | I-LOC,LOC
.,-,
|,-,
archiveurl,-,
=,-,
http,-,
:,-,
/,-,
/,-,
www.webcitation.org,-,
/,-,
6HZmP99q3,-,
|,-,
archivedate,-,
=,-,
2013,-,
-,-,
6,-,
-,-,
23,-,
},-,
},-,
</S>,-,
<S>,-,
"""",-,
Нідерланди,-,LOC
"""",-,
(,-,
",",-,
),-,
—,-,
країна,-,
на,-,
заході,-,
Європи,Європи | I-LOC,LOC
на,-,
березі,-,
Північного,-,LOC
моря,-,LOC
.,-,
Частина,-,
",",-,
офіційно,-,
"""",-,
Королівства,-,LOC
Нідерландів,-,LOC
"""",-,
(,-,
</S>,-,
<S>,-,
"""",-,
Німеччина,-,LOC
"""",-,
(,-,
),-,
—,-,
країна,-,
в,-,
Центральній,Центральній | I-LOC,LOC
Європі,Європі | I-LOC,LOC
",",-,
демократична,демократична | I-LOC,
федеративна,-,
республіка,республіка | I-LOC,
.,-,
Офіційна,-,
назва,-,
—,-,
"""",-,
Федеративна,-,LOC
Республіка,-,LOC
Німеччина,-,LOC
"""",-,
(,-,
",",-,
),-,
.,-,
Скорочено,-,
—,-,
ФРН,ФРН | I-LOC,LOC
(,-,
BRD,BRD | I-LOC,
),-,
.,-,
</S>,-,
<S>,-,
Складається,-,
з,-,
16,-,
федеральних,-,
земель,-,
.,-,
Столиця,Столиця | I-LOC,
і,-,
найбільше,-,
місто,-,
країни,-,
—,-,
Берлін,Берлін | I-LOC,LOC
.,-,
Займає,-,
площу,-,
357,-,
21,-,
км,-,
²,-,
.,-,
Клімат,-,
помірний,-,
сезонний,-,
.,-,
Населення,-,
—,-,
"81,8",-,
млн,-,
осіб,-,
.,-,
Член,-,
Європейського,Європейського | I-ORG,LOC
Союзу,Союзу | I-ORG,LOC
та,-,
НАТО,НАТО | I-ORG,
.,-,
Країна,-,
з,-,
найбільшою,-,
кількістю,-,
населення,-,
і,-,
найбільшим,-,
рівнем,-,
економіки,-,
в,-,
Європейському,Європейському | I-ORG,LOC
союзі,союзі | I-ORG,LOC
.,-,
Провідна,-,
політична,-,
сила,-,
на,-,
Європейському,Європейському | I-LOC,LOC
континенті,континенті | I-LOC,LOC
",",-,
технологічний,-,
лідер,-,
в,-,
багатьох,-,
галузях,-,
.,-,
Німеччина,Німеччина | I-LOC,LOC
є,-,
другим,-,
за,-,
популярністю,-,
місцем,-,
міграції,-,
в,-,
світі,-,
",",-,
поступаючись,-,
тільки,-,
США,США | I-LOC,LOC
.,-,
</S>,-,
<S>,-,
"""",-,
Нова,-,LOC
Зеландія,-,LOC
"""",-,
(,-,
",",-,
),-,
—,-,
держава,-,
в,-,
південно,-,
-,-,
західній,-,
частині,-,
Тихого,-,LOC
океану,-,LOC
",",-,
розташована,-,
на,-,
двох,-,
великих,-,
островах,-,
(,-,
Острів,Острів | I-LOC,LOC
Північний,Північний | I-LOC,LOC
і,-,
Острів,-,LOC
Південний,Південний | I-LOC,LOC
),-,
та,-,
великій,-,
кількості,-,
(,-,
приблизно,-,
700,-,
),-,
прилеглих,-,
дрібніших,-,
островів,-,
.,-,
Столиця,Столиця | I-LOC,
країни,країни | I-LOC,
—,-,
місто,-,
Веллінгтон,Веллінгтон | I-LOC,LOC
",",-,
найбільше,-,
місто,-,
—,-,
Окленд,Окленд | I-LOC,LOC
.,-,
Населення,-,
Нової,Нової | I-LOC,LOC
Зеландії,Зеландії | I-LOC,LOC
становить,-,
близько,-,
</S>,-,
<S>,-,
Файл:Muscat,-,
-,-,
panoramio,-,
(,-,
1,-,
),-,
.,-,
jpg,-,
|,-,
thumb,-,
|,-,
300px,-,
|,-,
right,-,
|,-,
Маскат,Маскат | I-LOC,LOC
",",-,
столиця,-,
Оману,Оману | I-LOC,LOC
</S>,-,
<S>,-,
"""",-,
Пакистан,-,LOC
"""",-,
(,-,
—,-,
«,-,
земля,-,
чистих,-,
»,-,
",",-,
),-,
",",-,
повна,-,
назва,-,
—,-,
"""",-,
Ісламська,-,LOC
Республіка,-,LOC
Пакистан,-,LOC
"""",-,
(,-,
",",-,
</S>,-,
<S>,-,
"""",-,
Держава,-,LOC
Палестина,-,LOC
"""",-,
(,-,
",",-,
),-,
—,-,
арабське,-,
протодержавне,-,
угрупування,-,
або,-,
частково,-,
визнана,-,
держава,-,
на,-,
Близькому,Близькому | I-LOC,LOC
Сході,Сході | I-LOC,LOC
",",-,
що,-,
з,-,
1948,-,
знаходиться,-,
у,-,
процесі,-,
створення,-,
.,-,
</S>,-,
<S>,-,
Формування,-,
палестинської,-,
держави,-,
передбачається,-,
на,-,
території,-,
Західного,-,
берега,-,
річки,-,
Йордан,-,
(,-,
або,-,
його,-,
частини,-,
",",-,
у,-,
тому,-,
числі,-,
на,-,
території,-,
Східного,Східного | I-LOC,LOC
Єрусалиму,Єрусалиму | I-LOC,LOC
),-,
та,-,
сектора,-,
Гази,Гази | I-PER,LOC
.,-,
Існують,-,
різні,-,
пропозиції,-,
щодо,-,
його,-,
створення,-,
у,-,
залежності,-,
від,-,
думки,-,
про,-,
палестинську,-,
державність,-,
",",-,
а,-,
також,-,
різні,-,
його,-,
визначення,-,
як,-,
території,-,
.,-,
</S>,-,
<S>,-,
Проголошення,-,
Держави,-,LOC
Палестина,Палестина | I-LOC,LOC
відбулося,-,
15,-,
листопада,-,
1988,-,
року,-,
в,-,
Алжирі,Алжирі | I-LOC,LOC
на,-,
сесії,-,
Палестинської,-,LOC
національної,-,
ради,-,
—,-,
вищого,-,
дорадчого,-,
органу,-,
Організації,-,
визволення,визволення | I-ORG,
Палестини,Палестини | I-ORG,LOC
(,-,
ОВП,ОВП | I-LOC,LOC
),-,
—,-,
253,-,
голоси,-,
«,-,
за,-,
»,-,
",",-,
46,-,
—,-,
«,-,
проти,-,
»,-,
і,-,
10,-,
осіб,-,
утрималися,-,
від,-,
голосування,-,
.,-,
При,-,
цьому,-,
",",-,
ОВП,ОВП | I-LOC,LOC
не,-,
контролювала,-,
тієї,-,
території,-,
",",-,
на,-,
яку,-,
претендувала,-,
.,-,
</S>,-,
<S>,-,
1994,-,
року,-,
",",-,
внаслідок,-,
Угод,-,
в,-,
Осло,Осло | I-LOC,LOC
між,-,
Ізраїлем,Ізраїлем | I-LOC,LOC
і,-,
ОВП,ОВП | I-LOC,LOC
від,-,
13,-,
вересня,-,
1993,-,
була,-,
створена,-,
Палестинська,-,
національна,національна | I-ORG,
адміністрація,-,
(,-,
ПНА,-,LOC
),-,
.,-,
Питання,-,
створення,-,
майбутньої,-,
держави,-,
Угодами,-,
не,-,
передбачався,-,
;,-,
при,-,
цьому,-,
",",-,
«,-,
"""",-,
обидві,-,
сторони,-,
взяли,-,
на,-,
себе,-,
конкретне,-,
зобовязання,-,
не,-,
приймати,-,
ніяких,-,
односторонніх,-,
дій,-,
щодо,-,
зміни,-,
статусу,-,
Західного,-,
берега,-,
річки,-,LOC
Йордан,Йордан | I-LOC,LOC
та,-,
сектора,-,LOC
Гази,-,LOC
"""",-,
»,-,
.,-,
</S>,-,
<S>,-,
<,-,
!,-,
-,-,
-,-,
КОМЕНТАР,-,
:,-,
У,-,
джерелі,-,
на,-,
Посилання,-,
йдеться,-,
про,-,
якийсь,-,
«,-,
проголошення,-,
незалежності,-,
на,-,
Генасамблеї,-,
ООН,ООН | I-ORG,
»,-,
.,-,
Ну,-,
де,-,
таке,-,
було,-,
",",-,
щоб,-,
незалежність,-,
держави,-,
проголошувалася,-,
в,-,
ООН,ООН | I-ORG,
?,-,
Очевидно,-,
",",-,
мова,-,
може,-,
йти,-,
саме,-,
про,-,
те,-,
",",-,
що,-,
сталося,-,
пізніше,-,
:,-,
про,-,
прийняття,-,
Держави,-,
Палестина,Палестина | I-LOC,LOC
в,-,
ООН,ООН | I-ORG,
як,-,
держави,-,
-,-,
спостерігача,-,
.,-,
І,-,
це,-,
дійсно,-,
відбулося,-,
на,-,
Генасамблеї,-,
.,-,
Тому,-,
ми,-,
знову,-,
маємо,-,
некомпетентні,-,
журналістські,-,
формулювання,-,
.,-,
Тому,-,
цей,-,
абзац,-,
закоментуйте,-,
.,-,
До,-,
того,-,
ж,-,
",",-,
він,-,
вже,-,
абсолютно,-,
втратив,-,
будь,-,
-,-,
яку,-,
актуальність,-,
.,-,
</S>,-,
<S>,-,
Проте,-,
",",-,
в,-,
подальшому,-,
голова,-,
ПНА,-,
Ясір,-,
Арафат,-,
періодично,-,
заявляв,-,
про,-,
намір,-,
проголосити,-,
незалежність,-,
держави,-,
",",-,
скасовуючи,-,
потім,-,
це,-,
рішення,-,
після,-,
оцінки,-,
реальних,-,
наслідків,-,
такого,-,
кроку,-,
.,-,
</S>,-,
<S>,-,
У,-,
країнах,-,
",",-,
що,-,
вже,-,
визнали,-,
Державу,-,LOC
Палестина,Палестина | I-LOC,LOC
",",-,
дипломатичні,-,
представництва,-,
ОВП,ОВП | I-LOC,
діють,-,
під,-,
вивіскою,-,
посольств,-,
Держави,-,
Палестина,Палестина | I-LOC,
.,-,
</S>,-,
<S>,-,
Фактично,-,
Держава,-,
Палестина,Палестина | I-LOC,
на,-,
сьогоднішній,-,
день,-,
не,-,
має,-,
єдиної,-,
території,-,
та,-,
реального,-,
суверенітету,-,
.,-,
Державні,-,
структури,-,
сформовані,-,
лише,-,
частково,-,
(,-,
наприклад,-,
",",-,
немає,-,
армії,-,
",",-,
хоча,-,
є,-,
численна,-,
поліція,-,
і,-,
при,-,
цьому,-,
активно,-,
діють,-,
всілякі,-,
напіввійськові,-,
організації,-,
",",-,
більшість,-,
із,-,
яких,-,
обєднана,-,
у,-,
Палестинські,-,
національні,-,
сили,-,
безпеки,-,
),-,
.,-,
Значна,-,
частина,-,
території,-,
Західного,-,
берега,-,
річки,-,LOC
Йордан,Йордан | I-LOC,LOC
контролюється,-,
ізраїльською,ізраїльською | I-LOC,
армією,армією | I-LOC,
",",-,
a,-,
Східний,Східний | I-LOC,LOC
Єрусалим,Єрусалим | I-LOC,LOC
анексований,-,
Ізраїлем,Ізраїлем | I-LOC,LOC
.,-,
Ізраїль,Ізраїль | I-LOC,LOC
контролює,-,
також,-,
практично,-,
всі,-,
межі,-,
Палестинських,-,LOC
територій,-,LOC
",",-,
за,-,
винятком,-,
кордону,-,
Сектора,-,LOC
Гази,Гази | I-LOC,LOC
з,-,
Єгиптом,Єгиптом | I-LOC,LOC
",",-,
але,-,
при,-,
цьому,-,
перешкоджає,-,
морському,-,
спілкуванню,-,
Сектора,-,LOC
Гази,Гази | I-PER,LOC
із,-,
зовнішнім,-,
світом,-,
.,-,
Палестинські,-,
території,-,
",",-,
незважаючи,-,
на,-,
існування,-,
палестинського,-,
управління,-,
на,-,
них,-,
",",-,
все,-,
одно,-,
розглядаються,-,
ООН,ООН | I-ORG,
як,-,
окуповані,-,
Ізраїлем,-,LOC
.,-,
Представники,-,
ОВП,ОВП | I-LOC,LOC
називають,-,
Палестину,Палестину | I-LOC,LOC
«,-,
країною,-,
під,-,
ізраїльською,ізраїльською | I-LOC,
окупацією,окупацією | I-LOC,
»,-,
.,-,
Сектор,Сектор | I-LOC,LOC
Гази,Гази | I-LOC,LOC
і,-,
Західний,Західний | I-LOC,
берег,-,
річки,-,LOC
Йордан,-,LOC
являють,-,
собою,-,
два,-,
ексклава,-,
",",-,
розділені,-,
територією,-,
Ізраїлю,Ізраїлю | I-LOC,LOC
",",-,
перший,-,
контролюється,-,
прихильниками,-,
Хамас,Хамас | I-ORG,
",",-,
визнаного,-,
у,-,
ряді,-,
країн,-,
терористичною,-,
організацією,-,
",",-,
а,-,
другий,-,
—,-,
прихильниками,-,
ФАТХ,-,
",",-,
організацією,-,
",",-,
яка,-,
формує,-,
основу,-,
ОВП,ОВП | I-LOC,LOC
.,-,
Організації,-,
перебувають,-,
у,-,
стані,-,
конфлікту,-,
між,-,
собою,-,
.,-,
У,-,
кожному,-,
ексклавів,-,
",",-,
утворено,-,
свій,-,
уряд,-,
.,-,
</S>,-,
<S>,-,
29,-,
листопада,-,
2012,-,
року,-,
за,-,
підсумками,-,
голосування,-,
в,-,
Генеральної,Генеральної | I-ORG,
Асамблеї,Асамблеї | I-ORG,
ООН,ООН | I-ORG,
(,-,
138,-,
голосів,-,
«,-,
за,-,
»,-,
",",-,
9,-,
—,-,
«,-,
проти,-,
»,-,
",",-,
41,-,
країна,-,
утрималася,-,
),-,
«,-,
"""",-,
надала,-,
Палестині,Палестині | I-LOC,
статус,-,
держави,-,
-,-,
спостерігача,-,
при,-,
Організації,Організації | I-ORG,
Обєднаних,Обєднаних | I-ORG,
Націй,-,
",",-,
яка,-,
не,-,
є,-,
її,-,
членом,-,
",",-,
без,-,
шкоди,-,
для,-,
набутих,-,
прав,-,
",",-,
привілеїв,-,
і,-,
ролі,-,
Організації,-,
Визволення,Визволення | I-ORG,
Палестини,Палестини | I-ORG,
в,-,
Організації,Організації | I-ORG,
Обєднаних,-,
Націй,Націй | I-ORG,
як,-,
представника,-,
палестинського,палестинського | I-LOC,
народу,-,
згідно,-,
із,-,
відповідними,-,
резолюціями,-,
та,-,
практиці,-,
"""",-,
»,-,
—,-,
euronews,-,
",",-,
29,-,
/,-,
11,-,
/,-,
2012,-,
.,-,
</S>,-,
<S>,-,
5,-,
січня,-,
2013,-,
року,-,
було,-,
видано,-,
указ,-,
Махмуда,Махмуда | I-PER,
Аббаса,Аббаса | I-PER,
",",-,
щоб,-,
надалі,-,
замість,-,
назви,-,
«,-,
Палестинська,-,
національна,-,
адміністрація,-,
»,-,
використовувати,-,
в,-,
офіційних,-,
цілях,-,
виключно,-,
назву,-,
«,-,
Держава,-,LOC
Палестина,Палестина | I-LOC,LOC
»,-,
.,-,
Ізраїль,Ізраїль | I-LOC,LOC
",",-,
США,США | I-LOC,LOC
",",-,
Норвегія,Норвегія | I-LOC,LOC
та,-,
деякі,-,
інші,-,
країни,-,
це,-,
рішення,-,
не,-,
визнали,-,
</S>,-,
<S>,-,
"""",-,
Панама,-,LOC
"""",-,
(,-,
"""",-,
Панама,-,LOC
"""",-,
),-,
",",-,
офіційно,-,
"""",-,
Республіка,-,LOC
Панама,-,LOC
"""",-,
—,-,
країна,-,
в,-,
Північній,Північній | I-LOC,LOC
Америці,Америці | I-LOC,LOC
на,-,
Панамському,-,LOC
перешийку,-,LOC
між,-,
Карибським,Карибським | I-LOC,LOC
морем,-,LOC
і,-,
Тихим,Тихим | I-LOC,LOC
океаном,-,LOC
",",-,
межує,-,
з,-,
Коста,Коста | I-LOC,LOC
-,- | I-LOC,LOC
Рикою,Рикою | I-LOC,LOC
на,-,
заході,-,
і,-,
Колумбією,Колумбією | I-LOC,LOC
на,-,
сході,-,
;,-,
площа,-,
—,-,
75517,-,
км,-,
²,-,
;,-,
населення,-,
—,-,
3232,-,
млн,-,
.,-,
(,-,
2005,-,
),-,
(,-,
метиси,-,
70,-,
%,-,
",",-,
західні,-,
індіанці,-,
14,-,
%,-,
",",-,
нащадки,-,
європейців,-,
10,-,
%,-,
",",-,
індіанці,-,
6,-,
%,-,
),-,
;,-,
столиця,-,
—,-,
Панама,Панама | I-LOC,LOC
.,-,
</S>,-,
<S>,-,
З,-,
однієї,-,
з,-,
індіанських,-,
мов,-,
назву,-,
країни,-,
можна,-,
перекласти,-,
як,-,
«,-,
місце,-,
",",-,
де,-,
багато,-,
риби,-,
»,-,
.,-,
</S>,-,
<S>,-,
На,-,
початку,-,
2012,-,
року,-,
газета,-,
The,-,
New,New | I-ORG,
York,York | I-ORG,
Times,Times | I-ORG,
в,-,
щорічному,-,
списку,-,
місць,-,
нашої,-,
планети,-,
",",-,
які,-,
варто,-,
відвідати,-,
в,-,
новому,-,
році,-,
",",-,
поставила,-,
Панаму,Панаму | I-LOC,LOC
на,-,
перше,-,
місце,-,
(,-,
на,-,
другому,-,
місці,-,
—,-,
Гельсінкі,Гельсінкі | I-LOC,LOC
",",-,
на,-,
третьому,-,
—,-,
Мянма,-,LOC
),-,
/,-,
/,-,
The,-,
New,-,
York,York | I-ORG,
Times,-,
—,-,
6,-,
січня,-,
2012,-,
.,-,
</S>,-,
<S>,-,
"""",-,
Папуа,-,LOC
Нова,-,LOC
Гвінея,-,LOC
",",-,
Папуа,Па́пуа | I-LOC,LOC
—,-,LOC
Нова,-,LOC
Гвінея,-,LOC
/,-,
/,-,
/,-,
/,-,
Економічна,-,
і,-,
соціальна,-,
географія,-,
країн,-,
світу,-,
.,-,
Навчальний,-,
посібник,-,
/,-,
За,-,
ред,-,
.,-,
Кузика,-,
С,С | I-PER,
.,. | I-PER,
П,П | I-PER,
.,. | I-PER,
—,-,
Л,Л | I-PER,
.,. | I-PER,
:,-,
Світ,-,
",",-,
2002,-,
.,-,
—,-,
672,-,
с,-,
.,-,
ISBN,-,
966,-,
-,-,
603,-,
-,-,
178,-,
-,-,
7,-,
",",-,
Папуа,Папуа | I-LOC,LOC
-,- | I-LOC,LOC
Нова,Нова | I-LOC,LOC
Ґвінея,Ґвінея | I-LOC,LOC
",",-,
Папуа,Папуа | I-LOC,LOC
-,- | I-LOC,LOC
Нова,Нова | I-LOC,LOC
Гвінея,Гвінея | I-LOC,LOC
"""",-,
"""",-,
Дубович,-,
І,І | I-PER,
.,. | I-PER,
А,А | I-PER,
.,-,
"""",-,
Країнознавчий,-,
словник,-,
-,-,
довідник,-,
.,-,
—,-,
:,-,
Знання,-,
",",-,
2008,-,
.,-,
—,-,
839,-,
с,-,
.,-,
"""",-,
Юрківський,-,
В,В | I-PER,
.,. | I-PER,
М,М | I-PER,
.,. | I-PER,
"""",-,
Регіональна,-,
економічна,-,
і,-,
соціальна,-,
географія,-,
.,-,
Зарубіжні,-,
країни,-,
:,-,
Підручник,-,
.,-,
—,-,
2,-,
-,-,
ге,-,
вид,-,
.,-,
—,-,
К,К | I-PER,
.,-,
:,-,
Либідь,Либідь | I-LOC,
",",-,
2001,-,
.,-,
—,-,
416,-,
с,-,
.,-,
(,-,
(,-,
тж,-,
.,-,
",",-,
),-,
",",-,
",",-,
),-,
;,-,
офіційна,-,
назва,-,
—,-,
"""",-,
Незалежна,-,
Держава,-,LOC
Папуа,-,LOC
Нова,-,LOC
Гвінея,-,LOC
"""",-,
—,-,
держава,-,
Океанії,Океанії | I-LOC,LOC
",",-,
в,-,
південно,-,
-,-,
західній,-,
частині,-,
Тихого,-,LOC
океану,-,LOC
.,-,
Займає,-,
східну,-,
частину,-,
острова,-,LOC
Нова,Нова | I-LOC,LOC
Гвінея,Гвінея | I-LOC,LOC
",",-,
Адміралтейські,Адміралтейські | I-LOC,LOC
острови,-,LOC
та,-,
частину,-,
Соломонових,Соломонових | I-LOC,LOC
островів,островів | I-LOC,LOC
.,-,
Папуа,Папуа | I-LOC,LOC
Нова,Нова | I-LOC,LOC
Гвінея,Гвінея | I-LOC,LOC
має,-,
сухопутний,-,
кордон,-,
лише,-,
на,-,
заході,-,
з,-,
Індонезією,Індонезією | I-LOC,LOC
",",-,
на,-,
півдні,-,
країна,-,
омивається,-,
водами,-,
Коралового,-,
моря,-,
",",-,
з,-,
півночі,-,
та,-,
сходу,-,
—,-,
водами,-,
Тихого,-,LOC
океану,-,LOC
.,-,
Столицею,-,
держави,-,
є,-,
місто,-,
Порт,Порт | I-LOC,LOC
-,- | I-LOC,LOC
Морсбі,Морсбі | I-LOC,LOC
.,-,
</S>,-,
<S>,-,
За,-,
формою,-,
державного,-,
устрою,-,
Папуа,Папуа | I-LOC,LOC
Нова,Нова | I-LOC,LOC
Гвінея,Гвінея | I-LOC,LOC
є,-,
парламентською,-,
конституційною,-,
монархією,монархією | I-LOC,
на,-,
чолі,-,
з,-,
британським,-,
монархом,-,
",",-,
представленим,-,
генерал,-,
-,-,
губернатором,-,
.,-,
</S>,-,
<S>,-,
Площа,-,
Папуа,Папуа | I-LOC,LOC
Нової,Нової | I-LOC,LOC
Гвінеї,Гвінеї | I-LOC,LOC
становить,-,
462,-,
840,-,
км,-,
²,-,
при,-,
населенні,-,
понад,-,
6,-,
млн,-,
осіб,-,
</S>,-,
<S>,-,
"""",-,
Парагвай,-,LOC
"""",-,
(,-,
гуар,-,
"""",-,
Paraguái,-,
;,-,
"""",-,
"""",-,
Парагвай,-,LOC
"""",-,
),-,
",",-,
офіційно,-,
"""",-,
Республіка,-,LOC
Парагвай,-,LOC
"""",-,
(,-,
",",-,
</S>,-,
<S>,-,
(,-,
url,-,
=,-,
http,-,
:,-,
/,-,
